17.6114,0.0534236,0.0423678,6.47E-06,0.0877193,168.346,0.0974844,0.175902,0.218871,0.00154451,0.0273135,0.156989,0.0115745,0.0410124,0.162707,0.032535,0.0645225,0.00954423
17.5368,0.0558626,0.045134,3.33E-06,0.107212,148.191,0.172161,0.198115,0.130924,0.000762686,0.0113855,0.0472836,0.00915956,0.0903575,0.279778,0.0276343,0.0278824,0.00455677
15.9518,0.0499726,0.0409126,3.95E-06,0.118908,129.933,0.140477,0.244686,0.185544,0.00270252,0.0179358,0.0289384,0.00381152,0.0899486,0.241426,0.0368075,0.00626564,0.00145638
11.078,0.0775057,0.0334961,6.93E-06,0.0779727,56.4007,0.104382,0.237232,0.390709,0.000744644,0.00330783,0.14699,0.00395917,0.0249257,0.0742757,0.0114637,0.00169063,0.000318703
9.62318,0.0860779,0.0224109,6.01E-06,0.0545809,26.7911,0.0813759,0.226858,0.45657,6.01E-05,0.00143013,0.167224,0.0013327,0.0138334,0.0479102,0.0029846,0.000323441,9.69E-05
9.76305,0.0890009,0.0171746,8.17E-06,0.0604289,32.4797,0.11209,0.21041,0.452668,8.48E-05,0.00052055,0.125296,0.000436783,0.0247637,0.0677823,0.00396347,0.00186166,0.000123002
10.3806,0.0806445,0.0161268,1.19E-05,0.0604289,36.5478,0.122735,0.215138,0.414271,0.000112054,0.00191147,0.118409,0.000216977,0.0302225,0.0898744,0.00629723,0.000764607,4.74E-05
11.3806,0.0810984,0.0136769,1.36E-05,0.0623782,42.6556,0.106708,0.250438,0.391933,9.79E-05,0.00314702,0.100784,0.00020942,0.0193814,0.114002,0.0130862,0.000169106,4.41E-05
12.1778,0.0824982,0.00870481,1.60E-05,0.0584795,46.9696,0.110848,0.27457,0.365265,7.50E-05,0.00218784,0.0673552,0.000784987,0.0221396,0.139819,0.0163772,0.000563246,1.48E-05
12.4001,0.0793153,0.00518188,2.58E-05,0.0584795,48.5372,0.117976,0.263752,0.341341,4.99E-06,0.00283962,0.0691295,0.00012731,0.0310945,0.157287,0.0160617,0.000379176,6.99E-06
12.4471,0.0813792,0.00374903,3.68E-05,0.0584795,47.9469,0.114219,0.262754,0.337631,1.33E-05,0.00325702,0.0762886,0.000161344,0.0292858,0.158835,0.017081,0.000471252,3.47E-06
